condition,model,scene_label,truth,run,local_ms,local_risk,yolo_ms,clip_label,clip_conf,clip_risk,clip_correct,yolo_meta,risk_correct,detected_risk,quality_score,reply,latency_ms,input_tokens,output_tokens,cost_usd,error
no_clip,gpt4o_mini,object_table,caution,5,31.66,safe,160.9,cluttered room obstacles,0.2068,caution,1,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",1,caution,5,"Description: The image shows a laptop on a table with a cluttered background, including shelves and other objects. The scene appears well-lit, but there are various items that could potentially obstruct a flight path if the drone were to navigate close to the table. 

Sensor note: Consistent; YOLO detected a shelf at a distance of 2.53m, which aligns with the visual clutter present in the image.

Proximity: The closest object appears to be the laptop itself, which is approximately 0.5m away.

Risk: Caution

Pilot suggested action: HOVER",11353.2,3539,119,0.000602,
no_clip,gemini,object_table,caution,5,31.66,safe,160.9,cluttered room obstacles,0.2068,caution,1,"YOLO detections: shelf (conf=0.19, depth_m=2.53m [DA v2], src=YOLO-W, bbox=[276.2,49.1,320.0,176.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=126/255 (none)",0,hazard,4,"Description: The drone is facing a laptop on a table, which is a significant obstacle directly in the flight path. The background shows what appears to be shelves or furniture.
Sensor note: YOLO detected a ""shelf"" at 2.53m, which is inconsistent with the prominent laptop directly in front of the drone. The local detector's brightness reading is consistent with the image.
Proximity: The laptop is very close, visually estimated to be well within 1 meter.
Risk: hazard
Pilot suggested action: HOVER",2153.1,1008,110,0.000109,
with_clip,claude,dim_light,caution,1,25.91,safe,258.8,uncertain (cluttered room obstacles),0.2027,unknown,0,"YOLO detections: wall (conf=0.33, depth_m=0.42m [DA v2], src=YOLO-W, bbox=[0.5,0.2,319.7,239.9])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",0,hazard,4,"Description: The image shows a cluttered indoor room with significant noise/grain, featuring what appears to be a sofa or couch on the left, a large cushion or pillow on the right at approximately drone height, and various furniture/objects throughout the scene at close range.
Sensor note: YOLO detects a wall at 0.42m which is consistent with close obstacles; however, the large cushion/pillow object on the right is not separately detected and poses an immediate lateral hazard. CLIP's ""uncertain cluttered room"" label is broadly consistent with the visual scene.
Proximity: Multiple objects appear within 0.5–1m range, particularly the large cushion/pillow on the right side which is directly within the ~1m flight corridor, consistent with the 0.42m wall detection from DepthAnything v2.
Risk: hazard
Pilot suggested action: HOVER",6652.1,1019,201,0.006072,
with_clip,gpt4o,dim_light,caution,1,25.91,safe,258.8,uncertain (cluttered room obstacles),0.2027,unknown,0,"YOLO detections: wall (conf=0.33, depth_m=0.42m [DA v2], src=YOLO-W, bbox=[0.5,0.2,319.7,239.9])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",1,caution,5,"Description: The image is very grainy and dim, making it difficult to clearly identify objects or obstacles.
Sensor note: Consistent with the dim scene and uncertain CLIP label.
Proximity: Closest object appears to be within 0.5 meters.
Risk: Caution
Pilot suggested action: HOVER",3342.5,831,64,0.005115,
with_clip,gpt4o_mini,dim_light,caution,1,25.91,safe,258.8,uncertain (cluttered room obstacles),0.2027,unknown,0,"YOLO detections: wall (conf=0.33, depth_m=0.42m [DA v2], src=YOLO-W, bbox=[0.5,0.2,319.7,239.9])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",1,caution,5,"Description: The image appears to show a cluttered indoor environment with various objects, but the visibility is low due to the greenish tint and lack of clear detail. There are potential obstacles present, but their exact positions are difficult to ascertain.

Sensor note: The YOLO detection indicates a wall at 0.42m, but the scene appears cluttered, which may not be fully captured by the sensors. The CLIP scene label is uncertain, indicating potential risk.

Proximity: The closest object appears to be within 0.5m, based on the wall detection and visual assessment.

Risk: caution

Pilot suggested action: HOVER",24883.1,3598,130,0.000618,
with_clip,gemini,dim_light,caution,1,25.91,safe,258.8,uncertain (cluttered room obstacles),0.2027,unknown,0,"YOLO detections: wall (conf=0.33, depth_m=0.42m [DA v2], src=YOLO-W, bbox=[0.5,0.2,319.7,239.9])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",0,hazard,4,"Description: The image is extremely noisy and grainy, making it very difficult to discern any clear objects or features. There appears to be a general green hue with some brighter yellow areas, possibly indicating a light source or a distant opening, but no distinct flight path is visible.
Sensor note: The YOLO detection of ""wall"" at 0.42m is plausible given the overall lack of clarity and potential for a large, indistinct object close by. The local detector's brightness reading is consistent with a very noisy, possibly dim, image. CLIP's ""uncertain (cluttered room obstacles)"" is also consistent with the visual ambiguity.
Proximity: Visually, it's impossible to determine the closest object with any certainty due to the extreme noise. The YOLO detection suggests an object at 0.42m, which I cannot visually confirm or deny.
Risk: hazard
Pilot suggested action: HOVER",3280.1,1063,187,0.000136,
no_clip,claude,dim_light,caution,1,25.91,safe,153.6,uncertain (cluttered room obstacles),0.2027,unknown,0,"YOLO detections: wall (conf=0.33, depth_m=0.42m [DA v2], src=YOLO-W, bbox=[0.5,0.2,319.7,239.9])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",0,hazard,3,"Description: The image shows an indoor room scene with what appears to be a sofa/couch and a pillow or cushion visible on the right side, with heavy noise/grain making fine detail difficult; the room appears moderately lit with green-tinted night-vision-like quality, and there are objects (furniture) at floor level within close proximity.
Sensor note: YOLO detected a wall at 0.42m depth — consistent with the visible close furniture/wall surfaces; the noisy image makes precise object boundary identification difficult but furniture is clearly present within ~1m of the drone.
Proximity: Closest object estimated at approximately 0.4–0.6m (consistent with the 0.42m depth reading from DA v2), likely the sofa/furniture mass filling much of the lower frame.
Risk: hazard
Pilot suggested action: HOVER

**Reasoning:** The 0.42m depth reading combined with visible bulky furniture (sofa, cushion) occupying a large portion of the frame confirms obstacles well within the 1m safety threshold directly in the flight path. Immediate hover to halt forward motion is required while the scene is reassessed before any further navigation command is issued.",10131.1,956,265,0.006843,
no_clip,gpt4o,dim_light,caution,1,25.91,safe,153.6,uncertain (cluttered room obstacles),0.2027,unknown,0,"YOLO detections: wall (conf=0.33, depth_m=0.42m [DA v2], src=YOLO-W, bbox=[0.5,0.2,319.7,239.9])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",1,caution,5,"Description: The image is very grainy and dim, making it difficult to discern specific objects or details clearly. There appears to be clutter at floor level.
Sensor note: Consistent with sensor data indicating a wall at 0.42m.
Proximity: Closest object visually estimated at approximately 0.4m.
Risk: Caution
Pilot suggested action: HOVER",3376.7,772,77,0.005015,
no_clip,gpt4o_mini,dim_light,caution,1,25.91,safe,153.6,uncertain (cluttered room obstacles),0.2027,unknown,0,"YOLO detections: wall (conf=0.33, depth_m=0.42m [DA v2], src=YOLO-W, bbox=[0.5,0.2,319.7,239.9])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",1,caution,5,"Description: The image appears dimly lit with indistinct shapes, suggesting potential obstacles or clutter in the environment. The visibility is low, making it difficult to ascertain the exact layout of the space. 

Sensor note: The YOLO detection indicates a wall at a distance of 0.42m, but the overall scene is unclear, and there may be additional objects not detected.

Proximity: The closest object appears to be the wall at approximately 0.42m, but there may be other obstacles or clutter nearby that are not visible.

Risk: caution

Pilot suggested action: HOVER",19565.3,3539,120,0.000603,
no_clip,gemini,dim_light,caution,1,25.91,safe,153.6,uncertain (cluttered room obstacles),0.2027,unknown,0,"YOLO detections: wall (conf=0.33, depth_m=0.42m [DA v2], src=YOLO-W, bbox=[0.5,0.2,319.7,239.9])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",0,hazard,4,"Description: The image is extremely noisy and dark, making it very difficult to discern any clear objects or features. There appears to be some indistinct shapes, possibly a wall or large object on the right, but no clear flight path can be confirmed.
Sensor note: The YOLO detection of 'wall' at 0.42m is plausible given the indistinct shape on the right, but the overall scene is much darker and noisier than indicated by the local detector's brightness reading of 124/255.
Proximity: Visually, the closest indistinct object appears to be within 1 meter, consistent with the YOLO detection of a wall at 0.42m.
Risk: hazard
Pilot suggested action: HOVER",2555.3,1005,153,0.000121,
with_clip,claude,dim_light,caution,2,30.63,safe,264.8,uncertain (cluttered room obstacles),0.2027,unknown,0,"YOLO detections: wall (conf=0.33, depth_m=0.42m [DA v2], src=YOLO-W, bbox=[0.5,0.2,319.7,239.9])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",0,hazard,4,"Description: The image shows a cluttered indoor room with low lighting and significant noise/grain, revealing what appears to be a sofa or couch on the left, a large pillow/cushion on the right foreground at close range (~1m or less), and furniture/shelving in the background — the flight path at ~1m altitude appears partially blocked by the cushion/object on the right.
Sensor note: YOLO detected a wall at 0.42m depth covering most of the frame, which is consistent with close obstacles being present; the cushion-like object on the right is not explicitly labeled but aligns with the shallow depth reading. CLIP's low confidence ""cluttered room"" label is consistent with the visual.
Proximity: Closest object (large cushion/pillow on right) appears to be approximately 0.5–0.8m away, consistent with the 0.42m depth reading from DepthAnything v2 — this is within hazard range.
Risk: hazard
Pilot suggested action: HOVER",7729.0,1019,232,0.006537,
with_clip,gpt4o,dim_light,caution,2,30.63,safe,264.8,uncertain (cluttered room obstacles),0.2027,unknown,0,"YOLO detections: wall (conf=0.33, depth_m=0.42m [DA v2], src=YOLO-W, bbox=[0.5,0.2,319.7,239.9])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",1,caution,5,"Description: The image is very grainy and dim, making it difficult to clearly identify objects or obstacles.
Sensor note: Consistent with the dim scene and uncertain CLIP label.
Proximity: Closest object appears to be within 0.5 meters, consistent with depth_m of 0.42m.
Risk: Caution
Pilot suggested action: HOVER",3684.1,831,75,0.00528,
with_clip,gpt4o_mini,dim_light,caution,2,30.63,safe,264.8,uncertain (cluttered room obstacles),0.2027,unknown,0,"YOLO detections: wall (conf=0.33, depth_m=0.42m [DA v2], src=YOLO-W, bbox=[0.5,0.2,319.7,239.9])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",1,caution,5,"Description: The image appears to show a cluttered indoor environment with various objects, but the visibility is low due to the greenish tint and lack of clear detail. There are no visible persons or obstacles directly in the flight path, but the scene is not fully clear.

Sensor note: Consistent; YOLO detected a wall, but the scene is cluttered, which may not be fully captured by the sensors.

Proximity: The closest object appears to be around 0.5m away based on the YOLO detection, but the overall clutter suggests potential obstacles within 2m.

Risk: Caution

Pilot suggested action: HOVER",20692.0,3598,130,0.000618,
